日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20230831,2763,エフティグループ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230831,2764,ひらまつ,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230831,2767,円谷フィールズホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20230831,2768,双日,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,4,TOPIX Mid400
20230831,2769,ヴィレッジヴァンガードコーポレーション,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230831,2776,新都ホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230831,2778,パレモ・ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230831,2780,コメ兵ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230831,2782,セリア,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230831,2784,アルフレッサ　ホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,4,TOPIX Mid400
20230831,2788,アップルインターナショナル,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230831,2789,カルラ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230831,2790,ナフコ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230831,2791,大黒天物産,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
20230831,2792,ハニーズホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230831,2795,日本プリメックス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230831,2796,ファーマライズホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
20230831,2798,ワイズテーブルコーポレーション,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230831,2801,キッコーマン,プライム（内国株式）,3050,食料品,1,食品 ,4,TOPIX Mid400
20230831,2802,味の素,プライム（内国株式）,3050,食料品,1,食品 ,2,TOPIX Large70
20230831,2804,ブルドックソース,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20230831,2805,ヱスビー食品,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230831,2806,ユタカフーズ,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230831,2809,キユーピー,プライム（内国株式）,3050,食料品,1,食品 ,4,TOPIX Mid400
20230831,2810,ハウス食品グループ本社,プライム（内国株式）,3050,食料品,1,食品 ,4,TOPIX Mid400
20230831,2811,カゴメ,プライム（内国株式）,3050,食料品,1,食品 ,4,TOPIX Mid400
20230831,2812,焼津水産化学工業,スタンダード（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20230831,2813,和弘食品,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230831,2814,佐藤食品工業,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230831,2815,アリアケジャパン,プライム（内国株式）,3050,食料品,1,食品 ,4,TOPIX Mid400
20230831,2816,ダイショー,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230831,2818,ピエトロ,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20230831,2819,エバラ食品工業,スタンダード（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20230831,2820,やまみ,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20230831,2830,アヲハタ,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230831,2831,はごろもフーズ,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230831,2836,グローバルＸ　フィンテック－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20230831,2837,グローバルＸ　中小型リーダーズ　ＥＳＧ－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20230831,2838,ＭＡＸＩＳ米国国債７－１０年上場投信（為替ヘッジなし）,ETF・ETN,-,-,-,-,-,-
20230831,2839,ＭＡＸＩＳ米国国債７－１０年上場投信（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20230831,2840,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００（為替ヘッジなし）,ETF・ETN,-,-,-,-,-,-
20230831,2841,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20230831,2842,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００インバース,ETF・ETN,-,-,-,-,-,-
20230831,2843,上場インデックスファンド豪州国債（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20230831,2844,上場インデックスファンド豪州国債（為替ヘッジなし）,ETF・ETN,-,-,-,-,-,-
20230831,2845,ＮＥＸＴ　ＦＵＮＤＳ　ＮＡＳＤＡＱ－１００（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20230831,2846,ＮＥＸＴ　ＦＵＮＤＳ　ダウ・ジョーンズ工業株３０種平均株価（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20230831,2847,グローバルＸ　新成長インフラ－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20230831,2848,グローバルＸ　ＭＳＣＩ　気候変動対応－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20230831,2849,グローバルＸ　Ｍｏｒｎｉｎｇｓｔａｒ　高配当　ＥＳＧ－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20230831,2850,ＮＥＸＴ　ＦＵＮＤＳ　ＳｏｌａｃｔｉｖｅジャパンＥＳＧコア指数連動型上場投信,ETF・ETN,-,-,-,-,-,-
20230831,2851,ｉシェアーズ　ＭＳＣＩ　ジャパンＳＲＩ　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20230831,2852,ｉシェアーズ　グリーンＪリート　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20230831,2853,ｉシェアーズ　気候リスク調整世界国債　ＥＴＦ（除く日本・為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20230831,2854,グローバルＸ　テック・トップ２０－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20230831,2855,グローバルＸ　グリーン・Ｊ－ＲＥＩＴ　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20230831,2856,ｉシェアーズ　米国債３－７年　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20230831,2857,ｉシェアーズ　ドイツ国債　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20230831,2858,グローバルＸ　日経２２５　カバード・コール　ＥＴＦ（プレミアム再投資型）,ETF・ETN,-,-,-,-,-,-
20230831,2859,ＮＥＸＴ　ＦＵＮＤＳ　ユーロ・ストックス５０指数（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20230831,2860,ＮＥＸＴ　ＦＵＮＤＳ　ドイツ株式・ＤＡＸ（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20230831,2861,上場インデックスファンドフランス国債（為替ヘッジなし）,ETF・ETN,-,-,-,-,-,-
20230831,2862,上場インデックスファンドフランス国債（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20230831,2863,ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ米国株式・債券バランス保守型指数（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20230831,2864,グローバルＸ　ロジスティクス・ＲＥＩＴ　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20230831,2865,グローバルＸ　ＮＡＳＤＡＱ１００・カバード・コール　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20230831,2866,グローバルＸ　米国優先証券　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20230831,2867,グローバルＸ　自動運転＆ＥＶ　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20230831,2868,グローバルＸ　Ｓ＆Ｐ５００・カバード・コール　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20230831,2869,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００レバレッジ,ETF・ETN,-,-,-,-,-,-
20230831,2870,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００ダブルインバース,ETF・ETN,-,-,-,-,-,-
20230831,2871,ニチレイ,プライム（内国株式）,3050,食料品,1,食品 ,4,TOPIX Mid400
20230831,2872,セイヒョー,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230831,2874,横浜冷凍,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20230831,2875,東洋水産,プライム（内国株式）,3050,食料品,1,食品 ,4,TOPIX Mid400
20230831,2876,デルソーレ,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230831,2877,日東ベスト,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230831,2882,イートアンドホールディングス,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20230831,2883,大冷,スタンダード（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20230831,2884,ヨシムラ・フード・ホールディングス,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20230831,2892,日本食品化工,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230831,2894,石井食品,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230831,2897,日清食品ホールディングス,プライム（内国株式）,3050,食料品,1,食品 ,4,TOPIX Mid400
20230831,2899,永谷園ホールディングス,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20230831,2901,石垣食品,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230831,2903,シノブフーズ,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230831,2904,一正蒲鉾,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20230831,2907,あじかん,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230831,2908,フジッコ,プライム（内国株式）,3050,食料品,1,食品 ,6,TOPIX Small 1
20230831,2910,ロック・フィールド,プライム（内国株式）,3050,食料品,1,食品 ,6,TOPIX Small 1
20230831,2911,旭松食品,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230831,2914,日本たばこ産業,プライム（内国株式）,3050,食料品,1,食品 ,2,TOPIX Large70
20230831,2915,ケンコーマヨネーズ,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20230831,2916,仙波糖化工業,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230831,2917,大森屋,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230831,2918,わらべや日洋ホールディングス,プライム（内国株式）,3050,食料品,1,食品 ,6,TOPIX Small 1
20230831,2922,なとり,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20230831,2923,サトウ食品,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230831,2924,イフジ産業,スタンダード（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20230831,2926,篠崎屋,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230831,2927,ＡＦＣ－ＨＤアムスライフサイエンス,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230831,2929,ファーマフーズ,プライム（内国株式）,3050,食料品,1,食品 ,6,TOPIX Small 1
20230831,2930,北の達人コーポレーション,プライム（内国株式）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20230831,2931,ユーグレナ,プライム（内国株式）,3050,食料品,1,食品 ,6,TOPIX Small 1
20230831,2932,ＳＴＩフードホールディングス,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20230831,2933,紀文食品,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20230831,2934,ジェイフロンティア,グロース（内国株式）,3050,食料品,1,食品 ,-,-
20230831,2935,ピックルスホールディングス,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20230831,2936,ベースフード,グロース（内国株式）,3050,食料品,1,食品 ,-,-
20230831,2937,サンクゼール,グロース（内国株式）,3050,食料品,1,食品 ,-,-
20230831,2961,日本調理機,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230831,2962,テクニスコ,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230831,2970,グッドライフカンパニー,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230831,2971,エスコンジャパンリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230831,2972,サンケイリアルエステート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230831,2975,スター・マイカ・ホールディングス,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230831,2977,Ｌｉｖ－ｕｐ,PRO Market,8050,不動産業,17,不動産 ,-,-
20230831,2978,ツクルバ,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
20230831,2979,ＳＯＳｉＬＡ物流リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230831,2980,ＳＲＥホールディングス,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230831,2981,ランディックス,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
20230831,2982,ＡＤワークスグループ,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20230831,2983,アールプランナー,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
20230831,2984,ヤマイチ・ユニハイムエステート,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230831,2985,ファーストステージ,PRO Market,8050,不動産業,17,不動産 ,-,-
20230831,2986,ＬＡホールディングス,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
20230831,2987,タスキ,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
20230831,2989,東海道リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20230831,2990,アイダ設計,PRO Market,8050,不動産業,17,不動産 ,-,-
20230831,2991,ランドネット,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230831,2992,アーバンライク,PRO Market,8050,不動産業,17,不動産 ,-,-
